latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
51.519506,5.857978,0.90,0.00,2.30,0.04,0.90,0.90,2.30,0.04,0,2020-09-29 12:10:56.647,2020-09-29 14:10:56.648,16,0,0,12.711,51.519506,5.857977,-0.10,0.00,-2.30,-3.00,-0.40,-21.90,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,660,0,0,1601381456647,4254,4255,4253,0,0,0,13,Litchi_iOS_2.8.0,aladrian-MAVIC PRO,08RDEAJP01043R,08XUEB30061XN3,093AEB303309JT,,0,3724,0,30.00,-4.00,-219.00,0.00,0.00,-215.00,6,9.00,23.02,0.43,-1.00,0.00,-23.00,0,,,100,100,0,1,0,0,0,0,0,(null),(null),(null),(null),0.0,0.0,0
51.519506,5.857978,1.20,1.20,2.70,0.05,1.20,1.20,2.70,0.05,80,2020-09-29 12:10:56.727,2020-09-29 14:10:56.727,16,0,0,12.711,51.519506,5.857977,0.00,0.00,-2.70,-2.80,-0.90,-22.00,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,660,0,0,1601381456727,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,28.00,-9.00,-220.00,0.00,0.00,-215.00,6,12.00,27.00,0.53,0.00,0.00,-27.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857978,1.50,1.50,3.10,0.06,1.50,1.50,3.10,0.06,176,2020-09-29 12:10:56.824,2020-09-29 14:10:56.824,16,0,0,12.711,51.519506,5.857977,0.00,0.00,-3.10,-3.00,-1.10,-22.00,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,660,0,0,1601381456823,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,30.00,-11.00,-220.00,0.00,0.00,-215.00,6,15.00,31.00,0.58,0.00,0.00,-31.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857978,1.80,1.90,3.50,0.06,1.80,1.80,3.50,0.06,280,2020-09-29 12:10:56.928,2020-09-29 14:10:56.928,16,0,0,12.711,51.519506,5.857977,0.00,0.00,-3.50,-2.90,-0.90,-22.00,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,660,-39,0,1601381456927,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,29.00,-9.00,-220.00,0.00,0.00,-215.00,6,18.00,35.00,0.61,0.00,0.00,-35.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857978,2.20,2.20,3.70,0.07,2.20,2.20,3.70,0.07,380,2020-09-29 12:10:57.027,2020-09-29 14:10:57.028,16,0,0,12.711,51.519506,5.857977,0.00,0.00,-3.70,-2.90,-0.50,-22.00,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,0,0,0,1601381457027,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,29.00,-5.00,-220.00,0.00,0.00,-215.00,6,22.00,37.00,0.69,0.00,0.00,-37.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857979,2.60,2.60,3.80,0.08,2.60,2.60,3.80,0.08,479,2020-09-29 12:10:57.126,2020-09-29 14:10:57.126,16,0,0,12.711,51.519506,5.857977,0.00,0.00,-3.80,-3.10,-0.40,-21.80,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,0,0,0,1601381457126,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,31.00,-4.00,-218.00,0.00,0.00,-215.00,6,26.00,38.00,0.76,0.00,0.00,-38.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857979,2.90,3.00,3.70,0.08,2.90,2.90,3.80,0.08,577,2020-09-29 12:10:57.225,2020-09-29 14:10:57.225,16,0,0,12.711,51.519506,5.857977,0.00,0.00,-3.70,-3.20,-0.40,-21.70,0,1,0,98,100,-1720,3670,12711,2941.50,8,GPS,1,0,0,0,0,0,0,1601381457224,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,32.00,-4.00,-217.00,0.00,0.00,-215.00,6,29.00,37.00,0.84,0.00,0.00,-37.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857979,3.30,3.40,3.60,0.09,3.30,3.30,3.80,0.09,686,2020-09-29 12:10:57.333,2020-09-29 14:10:57.333,16,0,0,12.141,51.519506,5.857977,0.00,0.00,-3.60,-3.10,-0.50,-21.60,0,1,0,98,100,-6670,3668,12141,2941.50,8,GPS,1,0,0,0,0,0,0,1601381457333,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,31.00,-5.00,-216.00,0.00,0.00,-215.00,6,33.00,36.00,0.90,0.00,0.00,-36.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857979,3.70,3.70,3.30,0.10,3.70,3.70,3.80,0.10,788,2020-09-29 12:10:57.435,2020-09-29 14:10:57.435,16,0,0,12.141,51.519506,5.857977,0.00,0.00,-3.30,-3.00,-0.60,-21.60,0,1,0,98,100,-6670,3668,12141,2941.50,8,GPS,1,0,0,0,0,0,0,1601381457435,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,30.00,-6.00,-216.00,0.00,0.00,-215.00,6,37.00,33.00,1.05,0.00,0.00,-33.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
51.519506,5.857979,4.00,4.10,3.00,0.12,4.00,4.00,3.80,0.12,880,2020-09-29 12:10:57.527,2020-09-29 14:10:57.527,16,0,0,12.141,51.519506,5.857977,0.00,0.00,-3.00,-2.80,-0.60,-21.50,0,1,0,98,100,-6670,3668,12141,2941.50,8,GPS,1,0,0,0,0,0,0,1601381457527,4254,4255,4253,0,0,0,13,,,,,,,0,0,0,28.00,-6.00,-215.00,0.00,0.00,-215.00,6,40.00,30.00,1.17,0.00,0.00,-30.00,0,,,100,100,0,1,0,0,0,0,0,,,,,0.0,0.0,0
