total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_type,DianaTargetsTargetClassification_model,DianaTargetsTargetClassification_score,channels
1601381457,2020-09-29 12:10:57,738063.6,51.519137,5.857951,31.0,1.0,0.0,17.866666,27.521214,227.0,controller,Unknown,0.175472,0
1601381457,2020-09-29 12:10:57,,,,,,0.0,12.523288,27.521214,421.0,controller,Unknown,0.193715,0
1601381460,2020-09-29 12:11:00,738063.6,51.519137,5.857951,31.0,2.0,1.0,23.304105,87.01588000000002,121.0,aircraft,Unknown,0.23333299999999998,1
1601381460,2020-09-29 12:11:00,,,,,,12000.0,28.407998,87.01588000000002,67.0,controller,DJI-MAVIC-PRO-PLATINUM,0.419188,1
1601381460,2020-09-29 12:11:00,,,,,,0.0,10.211538000000001,87.01588000000002,549.0,controller,Unknown,0.166667,1
1601381465,2020-09-29 12:11:05,738063.6,51.519137,5.857951,31.0,1.0,20000.0,11.921907000000001,-25.759901,451.0,controller,Wifi-Bluetooth,0.533333,0
1601381469,2020-09-29 12:11:09,738063.6,51.519137,5.857951,31.0,2.0,12000.0,27.2754,90.346806,77.0,controller,DJI-MAVIC-PRO-PLATINUM,0.452521,1
1601381469,2020-09-29 12:11:09,,,,,,12000.0,26.066487,90.346806,88.0,controller,DJI-MAVIC-PRO-PLATINUM,0.383789,1
1601381475,2020-09-29 12:11:15,738063.6,51.519137,5.857951,31.0,1.0,12000.0,31.218269,-11.171477000000001,48.0,controller,DJI-MAVIC-PRO-PLATINUM,0.666667,0
1601381475,2020-09-29 12:11:15,,,,,,12000.0,31.517784000000002,-11.171477000000001,47.0,controller,DJI-MAVIC-PRO-PLATINUM,0.566667,0
1601381475,2020-09-29 12:11:15,,,,,,1001.0,21.028049,-11.171477000000001,158.0,aircraft,DJI-MAVIC-2-PRO,0.333333,0
1601381478,2020-09-29 12:11:18,738063.6,51.519137,5.857951,31.0,2.0,0.0,28.62073,99.878001,65.0,controller,Unknown,0.3075,1
1601381478,2020-09-29 12:11:18,,,,,,0.0,12.96168,99.878001,400.0,controller,Unknown,0.366667,1
1601381484,2020-09-29 12:11:24,738063.6,51.519137,5.857951,31.0,1.0,12000.0,32.726871,100.292091,41.0,controller,DJI-MAVIC-PRO-PLATINUM,0.4,0
1601381484,2020-09-29 12:11:24,,,,,,12000.0,31.32514,100.292091,48.0,controller,DJI-MAVIC-PRO-PLATINUM,0.299054,0
1601381484,2020-09-29 12:11:24,,,,,,0.0,30.867503999999997,100.292091,50.0,controller,Unknown,0.306672,0
1601381487,2020-09-29 12:11:27,,,,,,0.0,6.99887,32.024136,795.0,controller,Unknown,0.3,1
1601381487,2020-09-29 12:11:27,,,,,,0.0,7.337125,32.024136,765.0,controller,Unknown,0.23333299999999998,1
1601381487,2020-09-29 12:11:27,738063.6,51.519137,5.857951,31.0,2.0,0.0,7.6022339999999975,32.024136,742.0,controller,Unknown,0.3,1
1601381490,2020-09-29 12:11:30,738063.6,51.519137,5.857951,31.0,3.0,1.0,23.134616,81.298653,124.0,aircraft,Unknown,0.366667,2
1601381490,2020-09-29 12:11:30,,,,,,0.0,13.219479999999999,81.298653,388.0,controller,Unknown,0.43333299999999997,2
1601381490,2020-09-29 12:11:30,,,,,,0.0,7.118005,81.298653,784.0,controller,Unknown,0.4,2
1601381493,2020-09-29 12:11:33,738063.6,51.519137,5.857951,31.0,1.0,12000.0,29.603189,99.207615,58.0,controller,DJI-MAVIC-PRO-PLATINUM,0.387872,0
1601381493,2020-09-29 12:11:33,,,,,,12000.0,28.693372999999998,99.207615,65.0,controller,DJI-MAVIC-PRO-PLATINUM,0.331471,0
1601381493,2020-09-29 12:11:33,,,,,,12000.0,27.484425,99.207615,75.0,controller,DJI-MAVIC-PRO-PLATINUM,0.431914,0
1601381496,2020-09-29 12:11:36,738063.6,51.519137,5.857951,31.0,2.0,12000.0,29.426367,-11.763591,60.0,controller,DJI-MAVIC-PRO-PLATINUM,0.443249,1
1601381496,2020-09-29 12:11:36,,,,,,12000.0,28.678244,-11.763591,65.0,controller,DJI-MAVIC-PRO-PLATINUM,0.40737399999999996,1
1601381496,2020-09-29 12:11:36,,,,,,12000.0,28.756933,-11.763591,64.0,controller,DJI-MAVIC-PRO-PLATINUM,0.452521,1
1601381499,2020-09-29 12:11:39,,,,,,0.0,6.341703,-8.205638,857.0,controller,Unknown,0.0,2
