total in seconds,datetime(utc),channels,AlviraPotentialDronePlots_timestamp,AlviraPotentialDronPlot_id,AlviraPotentialDronPlot_rcs,AlviraPotentiaDronPlotsPlot_timestamp,AlviraPotentiaDronPlotPlotPosition_altitude,AlviraPotentialDronPlotsPlotPosition_latitude,AlviraPotentialDronPlotsPlotPosition_longitude,AlviraTracks_timestamp,AlviraTracksTrack_id,AlviraTracksTrack_Timestamp,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Classification,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatus_timestamp,AlviraSystemStatus_Name,AlviraSystemStatus_Version,AlviraSystemStatus_OperationalState,AlviraSystemStatusSensor_Name,AlviraSystemStatusSensor_Version,AlviraSystemStatusSensor_OperationalState,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusOrientetation_Azimuth,AlviraSystemStatusSensorStatusOrientetation_Elevation,AlviraSystemStatusSensorStatus_SensorType,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,AlviraSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601455123,2020-09-30 08:38:43,,,,,,,,,2020-09-30T08:38:43.325Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601455125,2020-09-30 08:38:45,,,,,,,,,2020-09-30T08:38:44.640Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601455126,2020-09-30 08:38:46,,,,,,,,,2020-09-30T08:38:45.961Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601455127,2020-09-30 08:38:47,,,,,,,,,2020-09-30T08:38:47.267Z,,2020-09-30T08:38:45.934Z,51.51959786,5.85845549,23.10087444,62.57573318,0.0,3.54575753,DRONE,6.58002437,0.85892773,True,,,,,,,,,,,,,,,,,
1601455129,2020-09-30 08:38:49,,,,,,,,,2020-09-30T08:38:48.582Z,,2020-09-30T08:38:47.236Z,51.51962969,5.8586397,22.76584265,68.63047791,0.0,7.06343794,DRONE,9.14121882,0.88693559,True,,,,,,,,,,,,,,,,,
1601455130,2020-09-30 08:38:50,,,,,,,,,2020-09-30T08:38:49.896Z,,2020-09-30T08:38:48.540Z,51.51966778,5.85881667,22.44758063,68.7709198,0.0,8.67035484,DRONE,9.84641507,0.90953296,True,,,,,,,,,,,,,,,,,
1601455131,2020-09-30 08:38:51,,,,,,,,,2020-09-30T08:38:51.210Z,,2020-09-30T08:38:49.839Z,51.51972902,5.85900278,21.99525802,60.71458817,0.0,10.35985661,DRONE,10.58509711,0.92758882,True,,,,,,,,,,,,,,,,,
1601455133,2020-09-30 08:38:53,,,,,,,,,2020-09-30T08:38:52.523Z,,2020-09-30T08:38:51.142Z,51.51980070000001,5.85914085,21.45629441,51.56798172,0.0,9.9913311,DRONE,10.40068331,0.94205576,True,,,,,,,,,,,,,,,,,
1601455134,2020-09-30 08:38:54,,,,,,,,,2020-09-30T08:38:53.839Z,,2020-09-30T08:38:52.439Z,51.51988015,5.85930916,20.97357558,51.99672318,0.0,10.95215321,DRONE,10.28964035,0.9536413,True,,,,,,,,,,,,,,,,,
1601455135,2020-09-30 08:38:55,,,,,,,,,2020-09-30T08:38:55.158Z,,2020-09-30T08:38:55.010Z,51.52009027,5.85974859,20.25581547,51.08808517,0.0,14.62206745,DRONE,10.09720638,0.94848847,True,,,,,,,,,,,,,,,,,
1601455136,2020-09-30 08:38:56,,,,,,,,,2020-09-30T08:38:56.480Z,,2020-09-30T08:38:56.306Z,51.52019365,5.85994543,20.08849934,49.7491188,0.0,13.88179398,DRONE,9.90762832,0.95878834,True,,,,,,,,,,,,,,,,,
