latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
51.519485,5.858141,0.30,0.40,0.40,0.09,0.30,0.30,0.40,0.09,0,2020-09-29 13:43:48.525,2020-09-29 15:43:48.525,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,0.00,1.10,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387028524,4278,4271,4263,4267,0,0,27,Litchi_iOS_2.8.0,djiuser_97p9AXasssb6-Mavic2,163CG9WR0A2UQL,1DUCG9WR024G86,0P2AG9H5340597,,0,3515,0,-0.00,11.00,1127.00,1.00,0.00,1137.00,11,3.00,4.00,0.88,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,(null),(null),(null),(null),0.0,0.0,0
51.519485,5.858142,0.40,0.40,0.40,0.10,0.40,0.40,0.40,0.10,98,2020-09-29 13:43:48.622,2020-09-29 15:43:48.623,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,0.00,1.10,112.60,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387028622,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.00,11.00,1126.00,1.00,0.00,1137.00,11,4.00,4.00,1.04,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858141,0.40,0.40,0.40,0.10,0.40,0.40,0.40,0.10,198,2020-09-29 13:43:48.723,2020-09-29 15:43:48.723,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,-0.20,1.00,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387028722,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,2.00,10.00,1127.00,1.00,0.00,1137.00,11,4.00,4.00,1.05,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858142,0.50,0.50,0.50,0.10,0.50,0.50,0.50,0.10,299,2020-09-29 13:43:48.823,2020-09-29 15:43:48.823,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.30,0.70,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387028823,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.00,7.00,1127.00,1.00,0.00,1137.00,11,5.00,5.00,0.97,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858141,0.50,0.60,0.50,0.10,0.50,0.50,0.50,0.10,414,2020-09-29 13:43:48.939,2020-09-29 15:43:48.939,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.50,0.50,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387028938,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,5.00,5.00,1127.00,1.00,0.00,1137.00,11,5.00,5.00,0.98,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858142,0.60,0.60,0.50,0.11,0.60,0.60,0.50,0.11,498,2020-09-29 13:43:49.022,2020-09-29 15:43:49.022,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.40,0.20,112.60,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029022,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,4.00,2.00,1126.00,1.00,0.00,1137.00,11,6.00,5.00,1.06,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858142,0.60,0.70,0.50,0.11,0.60,0.60,0.50,0.11,647,2020-09-29 13:43:49.172,2020-09-29 15:43:49.172,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.30,0.50,112.60,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029171,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.00,5.00,1126.00,1.00,0.00,1137.00,11,6.00,5.00,1.07,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858142,0.70,0.70,0.50,0.09,0.70,0.70,0.50,0.11,698,2020-09-29 13:43:49.222,2020-09-29 15:43:49.222,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.40,0.60,112.50,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029222,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,4.00,6.00,1125.00,1.00,0.00,1137.00,11,7.00,5.00,0.85,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519485,5.858142,0.70,0.80,0.50,0.09,0.70,0.70,0.50,0.11,801,2020-09-29 13:43:49.325,2020-09-29 15:43:49.325,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.30,0.70,112.50,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029325,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.00,7.00,1125.00,1.00,0.00,1137.00,11,7.00,5.00,0.85,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,0.80,0.80,0.50,0.09,0.80,0.80,0.50,0.11,898,2020-09-29 13:43:49.422,2020-09-29 15:43:49.422,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.20,0.90,112.50,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029422,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,2.00,9.00,1125.00,1.00,0.00,1137.00,11,8.00,5.00,0.88,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,0.80,0.90,0.50,0.09,0.80,0.80,0.50,0.11,997,2020-09-29 13:43:49.521,2020-09-29 15:43:49.521,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.10,0.90,112.60,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029521,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.00,9.00,1126.00,1.00,0.00,1137.00,11,8.00,5.00,0.91,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,0.90,0.90,0.50,0.10,0.90,0.90,0.50,0.11,1146,2020-09-29 13:43:49.671,2020-09-29 15:43:49.671,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.50,-0.10,1.10,112.60,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029670,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.00,11.00,1126.00,1.00,0.00,1137.00,11,9.00,5.00,0.96,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,0.90,1.00,0.40,0.10,0.90,0.90,0.50,0.11,1196,2020-09-29 13:43:49.721,2020-09-29 15:43:49.721,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,-0.10,1.40,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029720,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.00,14.00,1127.00,1.00,0.00,1137.00,11,9.00,4.00,1.01,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,0.90,1.00,0.40,0.11,0.90,0.90,0.50,0.11,1299,2020-09-29 13:43:49.823,2020-09-29 15:43:49.823,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,-0.40,1.40,112.80,0,1,0,91,100,-4239,3192,16904,3031.50,11,TakeOff,1,0,0,0,0,0,0,1601387029823,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,4.00,14.00,1128.00,1.00,0.00,1137.00,11,9.00,4.00,1.12,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.00,1.10,0.40,0.12,1.00,1.00,0.50,0.12,1396,2020-09-29 13:43:49.920,2020-09-29 15:43:49.920,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,0.00,1.40,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,GPS,1,0,0,0,0,0,0,1601387029920,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.00,14.00,1127.00,1.00,0.00,1137.00,6,10.00,4.00,1.18,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.00,1.10,0.40,0.12,1.00,1.00,0.50,0.12,1494,2020-09-29 13:43:50.018,2020-09-29 15:43:50.019,18,0,0,16.904,51.519486,5.858140,0.00,0.00,-0.40,0.10,0.60,112.70,0,1,0,91,100,-4239,3192,16904,3031.50,11,WP,1,0,0,0,0,0,0,1601387030018,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-1.00,6.00,1127.00,1.00,0.00,1137.00,14,10.00,4.00,1.18,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.10,1.20,0.40,0.12,1.10,1.10,0.50,0.12,1613,2020-09-29 13:43:50.138,2020-09-29 15:43:50.138,18,0,0,16.586,51.519486,5.858140,0.00,0.00,-0.40,-0.10,0.50,112.60,0,1,0,91,100,-7248,3189,16586,3031.50,11,WP,1,0,0,0,0,0,0,1601387030137,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,1.00,5.00,1126.00,1.00,0.00,1136.00,14,11.00,4.00,1.23,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.10,1.20,0.40,0.13,1.10,1.10,0.50,0.13,1698,2020-09-29 13:43:50.223,2020-09-29 15:43:50.223,18,0,0,16.586,51.519486,5.858140,0.00,0.00,-0.40,-0.30,1.00,112.40,0,1,0,91,100,-7248,3189,16586,3031.50,11,WP,1,0,0,0,0,0,0,1601387030222,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.00,10.00,1124.00,1.00,0.00,1136.00,14,11.00,4.00,1.30,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.20,1.30,0.40,0.14,1.20,1.20,0.50,0.14,1849,2020-09-29 13:43:50.373,2020-09-29 15:43:50.373,18,0,0,16.586,51.519486,5.858140,0.00,0.00,-0.40,-0.30,1.70,112.40,0,1,0,91,100,-7248,3189,16586,3031.50,11,WP,1,0,0,0,0,0,0,1601387030373,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,3.00,17.00,1124.00,1.00,0.00,1136.00,14,12.00,4.00,1.39,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.20,1.30,0.40,0.15,1.20,1.20,0.50,0.15,1949,2020-09-29 13:43:50.473,2020-09-29 15:43:50.473,18,0,0,16.586,51.519486,5.858140,0.00,0.00,-0.40,0.00,1.60,112.30,0,1,0,91,100,-7248,3189,16586,3031.50,11,WP,1,0,0,0,0,0,0,1601387030473,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.00,16.00,1123.00,1.00,0.00,1136.00,14,12.00,4.00,1.49,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.30,1.40,0.40,0.16,1.30,1.30,0.50,0.16,1998,2020-09-29 13:43:50.523,2020-09-29 15:43:50.523,18,0,0,16.586,51.519486,5.858140,0.00,0.00,-0.40,0.00,2.30,112.20,0,1,0,91,100,-7248,3189,16586,3031.50,11,WP,1,0,0,0,0,0,0,1601387030522,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.00,23.00,1122.00,1.00,0.00,1136.00,14,13.00,4.00,1.58,0.00,0.00,-4.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
51.519486,5.858142,1.30,1.40,0.50,0.17,1.30,1.30,0.50,0.17,2098,2020-09-29 13:43:50.622,2020-09-29 15:43:50.622,18,0,0,16.586,51.519486,5.858140,0.00,0.00,-0.50,0.00,1.80,112.20,0,1,0,91,100,-7248,3189,16586,3031.50,11,WP,1,0,0,0,0,0,0,1601387030622,4278,4271,4263,4267,0,0,27,,,,,,,0,0,0,-0.00,18.00,1122.00,1.00,0.00,1136.00,14,13.00,5.00,1.70,0.00,0.00,-5.00,0,,,100,100,0,2,0,0,0,1,0,,,,,0.0,0.0,0
