total in seconds,datetime(utc),channels,AlviraPotentialDronePlots_timestamp,AlviraPotentialDronPlot_id,AlviraPotentialDronPlot_rcs,AlviraPotentiaDronPlotsPlot_timestamp,AlviraPotentiaDronPlotPlotPosition_altitude,AlviraPotentialDronPlotsPlotPosition_latitude,AlviraPotentialDronPlotsPlotPosition_longitude,AlviraTracks_timestamp,AlviraTracksTrack_id,AlviraTracksTrack_Timestamp,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Classification,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatus_timestamp,AlviraSystemStatus_Name,AlviraSystemStatus_Version,AlviraSystemStatus_OperationalState,AlviraSystemStatusSensor_Name,AlviraSystemStatusSensor_Version,AlviraSystemStatusSensor_OperationalState,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusOrientetation_Azimuth,AlviraSystemStatusSensorStatusOrientetation_Elevation,AlviraSystemStatusSensorStatus_SensorType,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,AlviraSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601456468,2020-09-30 09:01:08,,,,,,,,,2020-09-30T09:01:08.341Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601456470,2020-09-30 09:01:10,,,,,,,,,2020-09-30T09:01:09.661Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601456471,2020-09-30 09:01:11,,,,,,,,,2020-09-30T09:01:10.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601456472,2020-09-30 09:01:12,,,,,,,,,2020-09-30T09:01:12.285Z,,2020-09-30T09:01:10.956Z,51.51968641,5.85844377,22.10052376,13.75658989,0.0,5.05185175,DRONE,9.99113653,0.96793407,True,,,,,,,,,,,,,,,,,
1601456474,2020-09-30 09:01:14,,,,,,,,,2020-09-30T09:01:13.596Z,,2020-09-30T09:01:12.260Z,51.51977986,5.85855424,21.1351842,25.021335600000004,0.0,8.38144207,DRONE,10.76540767,0.97415841,True,,,,,,,,,,,,,,,,,
1601456475,2020-09-30 09:01:15,,,,,,,,,2020-09-30T09:01:14.904Z,,2020-09-30T09:01:13.565Z,51.51987774,5.85866284,20.12896483,29.98061562,0.0,9.6073637,DRONE,12.95884059,0.97931474,True,,,,,,,,,,,,,,,,,
1601456476,2020-09-30 09:01:16,,,,,,,,,2020-09-30T09:01:16.221Z,,2020-09-30T09:01:13.565Z,51.51987774,5.85866284,20.12896483,29.98061562,0.0,9.6073637,DRONE,12.95884059,0.97931474,True,,,,,,,,,,,,,,,,,
1601456478,2020-09-30 09:01:18,,,,,,,,,2020-09-30T09:01:17.532Z,,2020-09-30T09:01:16.175Z,51.51999901,5.85882892,18.9693463,43.2220459,0.0,6.71167898,DRONE,13.02802263,0.96804291,True,,,,,,,,,,,,,,,,,
1601456479,2020-09-30 09:01:19,,,,,,,,,2020-09-30T09:01:18.849Z,,2020-09-30T09:01:17.483Z,51.52000665,5.85887531,18.91861912,82.29099274,0.0,3.42290354,DRONE,13.06136443,0.97411299,True,,,,,,,,,,,,,,,,,
1601456480,2020-09-30 09:01:20,,,,,,,,,2020-09-30T09:01:20.163Z,,2020-09-30T09:01:18.797Z,51.52000164,5.85887431,18.96673368,107.20885468,0.0,0.97700524,DRONE,13.0904328,0.97922277,True,,,,,,,,,,,,,,,,,
1601456481,2020-09-30 09:01:21,,,,,,,,,2020-09-30T09:01:21.469Z,,2020-09-30T09:01:20.108Z,51.51999658,5.85885973,19.00537476,210.89131165,0.0,0.37828594,DRONE,13.03697789,0.98337346,True,,,,,,,,,,,,,,,,,
1601456483,2020-09-30 09:01:23,,,,,,,,,2020-09-30T09:01:22.778Z,,2020-09-30T09:01:21.420Z,51.51999179,5.85885988,19.05625103,186.24659729,0.0,0.42586949,DRONE,12.93482645,0.98669875,True,,,,,,,,,,,,,,,,,
1601456484,2020-09-30 09:01:24,,,,,,,,,2020-09-30T09:01:24.095Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456485,2020-09-30 09:01:25,,,,,,,,,2020-09-30T09:01:25.406Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456487,2020-09-30 09:01:27,,,,,,,,,,,,,,,,,,,,,,2020-09-30T09:01:26.870Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52128593,5.85850596,5.0,,,SearchRadar,0.0,0.0,,
1601456487,2020-09-30 09:01:27,,,,,,,,,2020-09-30T09:01:26.719Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456488,2020-09-30 09:01:28,,,,,,,,,2020-09-30T09:01:28.027Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456489,2020-09-30 09:01:29,,,,,,,,,2020-09-30T09:01:29.343Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456491,2020-09-30 09:01:31,,,,,,,,,2020-09-30T09:01:30.654Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456491,2020-09-30 09:01:31,,,,,,,,,,,2020-09-30T09:01:30.501Z,51.52004402,5.85984632,21.00078213,81.15631866,0.0,7.79084682,DRONE,12.89368001,0.64820707,True,,,,,,,,,,,,,,,,,
1601456492,2020-09-30 09:01:32,,,,,,,,,2020-09-30T09:01:31.965Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456492,2020-09-30 09:01:32,,,,,,,,,,,2020-09-30T09:01:31.801Z,51.52005651,5.85999374,21.46293826,82.42369079999997,0.0,7.9191637,DRONE,16.25086945,0.71856558,True,,,,,,,,,,,,,,,,,
1601456493,2020-09-30 09:01:33,,,,,,,,,2020-09-30T09:01:33.274Z,,2020-09-30T09:01:22.731Z,51.51998573,5.85887131,19.13257478,143.6824646,0.0,0.72261846,DRONE,12.81140004,0.9893586,True,,,,,,,,,,,,,,,,,
1601456493,2020-09-30 09:01:33,,,,,,,,,,,2020-09-30T09:01:33.100Z,51.5200755,5.86016039,21.99524986,81.03895569,0.0,8.56911564,DRONE,16.32298598,0.77485108,True,,,,,,,,,,,,,,,,,
1601456495,2020-09-30 09:01:35,,,,,,,,,2020-09-30T09:01:34.591Z,,2020-09-30T09:01:34.400Z,51.52009867,5.86033506,22.58834293,79.48442841,0.0,9.05834675,DRONE,17.98459744,0.81987995,True,,,,,,,,,,,,,,,,,
1601456496,2020-09-30 09:01:36,,,,,,,,,2020-09-30T09:01:35.902Z,,2020-09-30T09:01:35.703Z,51.52011618,5.86050707,23.26378998,80.41573334,0.0,9.19664669,DRONE,17.78762618,0.85590392,True,,,,,,,,,,,,,,,,,
