total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_type,DianaTargetsTargetClassification_model,DianaTargetsTargetClassification_score,channels
1601456468,2020-09-30 09:01:08,738064.5,51.519137,5.857951,31.0,2.0,0.0,20.896167000000002,25.004812,160.0,controller,Unknown,0.266667,1
1601456468,2020-09-30 09:01:08,,,,,,0.0,9.550163000000001,25.004812,592.0,controller,Unknown,0.3,1
1601456468,2020-09-30 09:01:08,,,,,,0.0,13.984507,25.004812,355.0,controller,Unknown,0.3,1
1601456471,2020-09-30 09:01:11,,,,,,0.0,16.956422,13.432601000000002,252.0,controller,Unknown,0.333333,2
1601456471,2020-09-30 09:01:11,738064.5,51.519137,5.857951,31.0,3.0,1001.0,31.584496,13.432601000000002,46.0,aircraft,DJI-MAVIC-2-PRO,0.5,2
1601456474,2020-09-30 09:01:14,738064.5,51.519137,5.857951,31.0,1.0,15001.0,27.122827,88.645486,78.0,aircraft,DJI-Phantom-4E,0.4,0
1601456474,2020-09-30 09:01:14,,,,,,0.0,7.622419,88.645486,740.0,controller,Unknown,0.3,0
1601456477,2020-09-30 09:01:17,738064.5,51.519137,5.857951,31.0,2.0,0.0,23.390364,15.642526,120.0,controller,Unknown,0.310066,1
1601456477,2020-09-30 09:01:17,,,,,,0.0,13.225874,15.642526,388.0,controller,Unknown,0.193055,1
1601456477,2020-09-30 09:01:17,,,,,,0.0,12.779271000000001,15.642526,408.0,controller,Unknown,0.25605,1
1601456480,2020-09-30 09:01:20,,,,,,0.0,8.393905,29.661858000000002,677.0,controller,Unknown,0.164433,2
1601456480,2020-09-30 09:01:20,738064.5,51.519137,5.857951,31.0,3.0,1001.0,27.841510999999997,29.661858000000002,72.0,aircraft,DJI-MAVIC-2-PRO,0.43333299999999997,2
1601456480,2020-09-30 09:01:20,,,,,,0.0,15.692181,29.661858000000002,292.0,controller,Unknown,0.173062,2
1601456483,2020-09-30 09:01:23,,,,,,0.0,14.400007,26.546857,339.0,controller,Unknown,0.25055,0
1601456483,2020-09-30 09:01:23,,,,,,1000.0,16.38469,26.546857,269.0,controller,DJI-MAVIC-2-PRO,0.4,0
1601456483,2020-09-30 09:01:23,738064.5,51.519137,5.857951,31.0,1.0,1001.0,24.964125,26.546857,100.0,aircraft,DJI-MAVIC-2-PRO,0.5,0
1601456485,2020-09-30 09:01:25,738064.5,51.519137,5.857951,31.0,2.0,0.0,17.847443,95.272885,228.0,controller,Unknown,0.273667,1
1601456485,2020-09-30 09:01:25,,,,,,0.0,15.932333999999999,95.272885,284.0,controller,Unknown,0.30145700000000003,1
1601456489,2020-09-30 09:01:29,738064.5,51.519137,5.857951,31.0,3.0,1001.0,24.936267,32.861701000000004,100.0,aircraft,DJI-MAVIC-2-PRO,0.833333,2
1601456489,2020-09-30 09:01:29,,,,,,12000.0,17.737204000000006,32.861701000000004,231.0,controller,DJI-MAVIC-PRO-PLATINUM,0.366667,2
1601456489,2020-09-30 09:01:29,,,,,,0.0,15.309657000000001,32.861701000000004,305.0,controller,Unknown,0.279385,2
1601456491,2020-09-30 09:01:31,738064.5,51.519137,5.857951,31.0,1.0,1001.0,22.641275,-17.804727,131.0,aircraft,DJI-MAVIC-2-PRO,0.43333299999999997,0
1601456495,2020-09-30 09:01:35,,,,,,0.0,22.251212,25.157364,137.0,controller,Unknown,0.266667,1
1601456495,2020-09-30 09:01:35,,,,,,0.0,18.503362,25.157364,211.0,controller,Unknown,0.4,1
1601456495,2020-09-30 09:01:35,738064.5,51.519137,5.857951,31.0,2.0,0.0,24.127768,25.157364,110.0,controller,Unknown,0.23333299999999998,1
1601456498,2020-09-30 09:01:38,738064.5,51.519137,5.857951,31.0,3.0,1.0,16.45092,30.355026000000002,267.0,aircraft,Unknown,0.23333299999999998,2
1601456498,2020-09-30 09:01:38,,,,,,0.0,16.25804,30.355026000000002,273.0,controller,Unknown,0.23333299999999998,2
1601456498,2020-09-30 09:01:38,,,,,,0.0,9.381008999999999,30.355026000000002,604.0,controller,Unknown,0.164856,2
1601456508,2020-09-30 09:01:48,738064.5,51.519137,5.857951,31.0,3.0,1001.0,18.132754000000002,30.619225,220.0,aircraft,DJI-MAVIC-2-PRO,0.566667,2
1601456508,2020-09-30 09:01:48,,,,,,0.0,18.572132,30.619225,209.0,controller,Unknown,0.43333299999999997,2
1601456508,2020-09-30 09:01:48,,,,,,12000.0,17.578915,30.619225,235.0,controller,DJI-MAVIC-PRO-PLATINUM,0.4,2
1601456510,2020-09-30 09:01:50,,,,,,0.0,8.922825,12.759741,637.0,controller,Unknown,0.266667,0
1601456510,2020-09-30 09:01:50,738064.5,51.519137,5.857951,31.0,1.0,1001.0,18.079712,12.759741,222.0,aircraft,DJI-MAVIC-2-PRO,0.533333,0
1601456513,2020-09-30 09:01:53,,,,,,12000.0,21.198674,93.060579,155.0,controller,DJI-MAVIC-PRO-PLATINUM,0.566667,1
1601456513,2020-09-30 09:01:53,,,,,,0.0,20.647108,93.060579,165.0,controller,Unknown,0.283884,1
1601456513,2020-09-30 09:01:53,738064.5,51.519137,5.857951,31.0,2.0,0.0,17.397099,93.060579,240.0,controller,Unknown,0.23333299999999998,1
1601456515,2020-09-30 09:01:55,738064.5,51.519137,5.857951,31.0,3.0,1001.0,12.581942999999999,27.13652,418.0,aircraft,DJI-MAVIC-2-PRO,0.43333299999999997,2
1601456519,2020-09-30 09:01:59,738064.5,51.519137,5.857951,31.0,1.0,1001.0,18.166091,19.245231,219.0,aircraft,DJI-MAVIC-2-PRO,0.5,0
1601456519,2020-09-30 09:01:59,,,,,,0.0,18.082957,19.245231,222.0,controller,Unknown,0.2,0
1601456522,2020-09-30 09:02:02,738064.5,51.519137,5.857951,31.0,2.0,0.0,15.547998000000002,81.841441,297.0,controller,Unknown,0.196233,1
1601456522,2020-09-30 09:02:02,,,,,,0.0,17.391042000000002,81.841441,240.0,controller,Unknown,0.283884,1
1601456522,2020-09-30 09:02:02,,,,,,0.0,15.798971,81.841441,288.0,controller,Unknown,0.303619,1
1601456525,2020-09-30 09:02:05,,,,,,0.0,13.860373999999998,26.097953,360.0,controller,Unknown,0.432517,2
1601456525,2020-09-30 09:02:05,,,,,,0.0,10.500995,26.097953,531.0,controller,Unknown,0.366667,2
1601456525,2020-09-30 09:02:05,738064.5,51.519137,5.857951,31.0,3.0,0.0,14.155132,26.097953,348.0,controller,Unknown,0.320198,2
1601456528,2020-09-30 09:02:08,738064.5,51.519137,5.857951,31.0,1.0,1001.0,17.526298,21.906420999999998,236.0,aircraft,DJI-MAVIC-2-PRO,0.43333299999999997,0
1601456528,2020-09-30 09:02:08,,,,,,12000.0,11.439863,21.906420999999998,477.0,controller,DJI-MAVIC-PRO-PLATINUM,0.404777,0
1601456528,2020-09-30 09:02:08,,,,,,0.0,7.790468,21.906420999999998,726.0,controller,Unknown,0.33162800000000003,0
1601456531,2020-09-30 09:02:11,738064.5,51.519137,5.857951,31.0,2.0,0.0,12.636306,93.00301,415.0,controller,Unknown,0.23333299999999998,1
1601456531,2020-09-30 09:02:11,,,,,,0.0,15.161875,93.00301,310.0,controller,Unknown,0.199472,1
1601456531,2020-09-30 09:02:11,,,,,,0.0,9.662443,93.00301,585.0,controller,Unknown,0.43333299999999997,1
1601456534,2020-09-30 09:02:14,738064.5,51.519137,5.857951,31.0,3.0,0.0,12.7445,79.490002,410.0,controller,Unknown,0.229283,2
1601456534,2020-09-30 09:02:14,,,,,,0.0,14.20212,79.490002,347.0,controller,Unknown,0.305177,2
1601456534,2020-09-30 09:02:14,,,,,,0.0,12.975269,79.490002,399.0,controller,Unknown,0.170682,2
1601456537,2020-09-30 09:02:17,,,,,,0.0,18.876974,90.76139,202.0,controller,Unknown,0.252372,2
1601456537,2020-09-30 09:02:17,738064.5,51.519137,5.857951,31.0,3.0,12000.0,15.659335,90.76139,293.0,controller,DJI-MAVIC-PRO-PLATINUM,0.5,2
1601456537,2020-09-30 09:02:17,,,,,,0.0,19.409270000000006,90.76139,190.0,controller,Unknown,0.371145,2
1601456540,2020-09-30 09:02:20,738064.5,51.519137,5.857951,31.0,1.0,1001.0,13.309242999999999,96.775249,384.0,aircraft,DJI-MAVIC-2-PRO,0.5,0
1601456540,2020-09-30 09:02:20,,,,,,0.0,15.984963,96.775249,282.0,controller,Unknown,0.266667,0
1601456540,2020-09-30 09:02:20,,,,,,12000.0,15.571598999999999,96.775249,296.0,controller,DJI-MAVIC-PRO-PLATINUM,0.5,0
1601456543,2020-09-30 09:02:23,738064.5,51.519137,5.857951,31.0,2.0,1.0,17.360537,32.005499,241.0,aircraft,Unknown,0.366667,1
1601456543,2020-09-30 09:02:23,,,,,,0.0,9.550301,32.005499,592.0,controller,Unknown,0.2,1
1601456546,2020-09-30 09:02:26,738064.5,51.519137,5.857951,31.0,3.0,0.0,14.896807999999998,28.851004,320.0,controller,Unknown,0.22005500000000008,2
1601456546,2020-09-30 09:02:26,,,,,,0.0,13.51399,28.851004,375.0,controller,Unknown,0.216739,2
1601456546,2020-09-30 09:02:26,,,,,,0.0,11.885075,28.851004,453.0,controller,Unknown,0.331445,2
1601456549,2020-09-30 09:02:29,738064.5,51.519137,5.857951,31.0,1.0,1001.0,15.043501000000001,18.410624,315.0,aircraft,DJI-MAVIC-2-PRO,0.3,0
1601456549,2020-09-30 09:02:29,,,,,,12000.0,16.492547000000002,18.410624,266.0,controller,DJI-MAVIC-PRO-PLATINUM,0.566667,0
1601456549,2020-09-30 09:02:29,,,,,,0.0,15.584378,18.410624,296.0,controller,Unknown,0.291599,0
1601456552,2020-09-30 09:02:32,,,,,,12000.0,20.620887,90.59324699999999,165.0,controller,DJI-MAVIC-PRO-PLATINUM,0.266667,1
1601456552,2020-09-30 09:02:32,738064.5,51.519137,5.857951,31.0,2.0,0.0,15.167382,90.59324699999999,310.0,controller,Unknown,0.3,1
1601456552,2020-09-30 09:02:32,,,,,,0.0,16.086812,90.59324699999999,279.0,controller,Unknown,0.20791500000000002,1
1601456555,2020-09-30 09:02:35,,,,,,12000.0,23.503695,19.207760999999998,118.0,controller,DJI-MAVIC-PRO-PLATINUM,0.8,2
1601456555,2020-09-30 09:02:35,,,,,,12000.0,23.089571,19.207760999999998,124.0,controller,DJI-MAVIC-PRO-PLATINUM,0.533333,2
1601456555,2020-09-30 09:02:35,738064.5,51.519137,5.857951,31.0,3.0,12000.0,24.041262,19.207760999999998,111.0,controller,DJI-MAVIC-PRO-PLATINUM,0.733333,2
1601456558,2020-09-30 09:02:38,,,,,,0.0,15.636873999999999,16.625457,294.0,controller,Unknown,0.366667,0
1601456558,2020-09-30 09:02:38,,,,,,1000.0,13.841126000000001,16.625457,361.0,controller,DJI-MAVIC-2-PRO,0.3,0
1601456558,2020-09-30 09:02:38,738064.5,51.519137,5.857951,31.0,1.0,1001.0,14.915314000000002,16.625457,319.0,aircraft,DJI-MAVIC-2-PRO,0.43333299999999997,0
1601456561,2020-09-30 09:02:41,738064.5,51.519137,5.857951,31.0,2.0,0.0,16.095313,81.591268,279.0,controller,Unknown,0.3,1
1601456561,2020-09-30 09:02:41,,,,,,0.0,18.377326999999998,81.591268,214.0,controller,Unknown,0.193921,1
1601456561,2020-09-30 09:02:41,,,,,,0.0,9.494072000000001,81.591268,596.0,controller,Unknown,0.23333299999999998,1
1601456564,2020-09-30 09:02:44,738064.5,51.519137,5.857951,31.0,3.0,0.0,14.798221,80.388611,324.0,controller,Unknown,0.172915,2
1601456564,2020-09-30 09:02:44,,,,,,0.0,16.681192000000006,80.388611,260.0,controller,Unknown,0.23479099999999997,2
1601456564,2020-09-30 09:02:44,,,,,,0.0,13.066197,80.388611,395.0,controller,Unknown,0.222816,2
1601456567,2020-09-30 09:02:47,,,,,,0.0,14.939964000000002,21.916119000000002,318.0,controller,Unknown,0.401417,0
1601456567,2020-09-30 09:02:47,,,,,,0.0,13.115905999999999,21.916119000000002,393.0,controller,Unknown,0.289481,0
